budget	link	location	post_date	propose_amount	title	view	content	office	time_limit	owner_positive
1萬~5萬	http://case.518.com.tw/casepage-detail-122373.html?from=google&a_id=3471	台北市	2017-04-14	9	asp.net 報名系統製作	1111	"1.案件說明：
 製作報名系統網站，已有靜態前端設計，串接程式以及後台製作。
> 報名系統需要可以新增報名項目，如人數已滿或者時間截止可以自動停止報名。
> 報名成功會寄送通知信到報..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【急件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-121360.html?from=google&a_id=3471	桃園市	2017-04-14	12	wordpress網站問題解決	1583	"1.案件說明：wordpress已建立之網站，woo-commerce購物車頁面修護，變更facebook自動留言訂閱,協助使用者教學使用
2.配合時間：20天
3.配合地點：可至工作室作業或在家接案
在家作業、配合..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	中
5千~1萬	http://case.518.com.tw/casepage-detail-119071.html?from=google&a_id=3471	台北市	2017-04-14	36	企業臉書粉絲網行銷+經營+維護	3636	"1.案件說明：協助企業臉書粉絲網站經營行銷，另協助設部落格行銷經營
2.配合時間：越快越好，長期合作
3.配合地點：在家作業或定期以電話溝通
4.注意事項：請報價/月欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	中
5萬~10萬	http://case.518.com.tw/casepage-detail-116003.html?from=google&a_id=3471	台北市	2017-04-14	30	常期配合PHP工程師	2452	"1.案件說明：尋找期期配合PHP工程師
2.配合時間：長期配合
3.配合地點：在家作業
4.注意事項：請附上參考作品，並mail連絡，希望能在每個專案限定期限內完成，專職soho，負責任感欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【一般案件】	中
30萬~50萬	http://case.518.com.tw/casepage-detail-122680.html?from=google&a_id=3471	不拘	2017-04-14	17	多人直播視訊平台	1108	"1. 案件說明：UI/UX設計規劃, 網站/APP開發
2.配合時間：預計四月中開始作業
3.配合地點：無限制
4.注意事項：每週做進度報告, concall即可欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	30 天 【長期合作】 (註:尋找日後配合人選)	高
1萬~5萬	http://case.518.com.tw/casepage-detail-116300.html?from=google&a_id=3471	桃園市	2017-04-14	23	部落格及網頁管理，協助網站行銷	1884	"1.案件說明：部落格及網頁管理，協助網站行銷
2.配合時間：雙方1至2星期見面討論1次，約1至2小時。
3.配合地點：雙北、桃園為佳，可在家工作。
4.注意事項：數案須長期配合，具文案能力..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-123219.html?from=google&a_id=3471	台北市	2017-04-14	29	網頁BANNER	1045	1.案件說明：使用SHOPLIINE平台販售日系服飾，商品每款只有一件，因此商品照片並沒有打算聘請MODEL拍攝照片，預計使用假人拍攝商品照片，整體網站風格須討論，若能協助商品上架更佳。所有費用..欲查看案件詳細內容，請先登入或免費註冊	在家工作 / 在自設公司、工作室接案	10 天 【長期合作】 (註:尋找日後配合人選)	高
1萬~5萬	http://case.518.com.tw/casepage-detail-122965.html?from=google&a_id=3471	台中市	2017-04-14	25	長期配合美編及文案撰寫	1294	"1.案件說明：
＊商品修圖、去背、平面設計排版、架設銷售頁、文案撰寫。
＊請附上作品集
＊需熟練 Photoshop、Illustrator
2.配合時間：面談
3.配合地點：可在家接案
4.注意事項：長期配..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	60 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-119663.html?from=google&a_id=3471	不拘	2017-04-14	26	國家公園網站rwd 平面視覺及css調整	1975	"1.案件說明：國家公園網站rwd平面視覺及css調整
2.配合時間：依公司規定
3.配合地點：
4.注意事項：須先行提案，索取相關資料。欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	高
5千以內	http://case.518.com.tw/casepage-detail-121724.html?from=google&a_id=3471	不拘	2017-04-14	19	小型網路商店網頁版型設計	1192	"1.案件內容：小型網路商店網頁版型設計
2.配合時間：預定2星期／ 2017/4/6前完成
3.配合地點：(在家作業）
4.注意事項：(其它注意事項)欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-123790.html?from=google&a_id=3471	不拘	2017-04-14	2	臉書粉絲團寫手	383	"1.案件內容：長期臉書寫文
2.配合時間：每周2篇
3.配合地點：在家作業
4.注意事項：須有相關經驗欲查看案件詳細內容，請先登入或免費註冊"		60 天 【一般案件】	高
1萬~5萬	http://case.518.com.tw/casepage-detail-123287.html?from=google&a_id=3471	台北市	2017-04-14	12	前台工程師、具 Wordpres 經驗佳	743	"1.案件說明：
我們本身熟悉網站建置架構、PHP & MYSQL 後台技能，並極深入於 Wordpress 的技術規範。近日案件漸增，需要更多熟悉前台技術的工程或設計人員來搭配。
2.配合時間：
四、五月..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	中
1萬~5萬	http://case.518.com.tw/casepage-detail-121256.html?from=google&a_id=3471	不拘	2017-04-14	6	網站程式設計人員	958	"案件說明：
徵求網站程式設計人員。
接案方需懂HTML、CDN架設、Linux資料庫...等
歡迎來電洽詢

配合時間：自成交日起，可長期配合者佳

配合地點：可在家作業欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【急件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-123068.html?from=google&a_id=3471	不拘	2017-04-14	33	網路訂單處理 (Line回覆+訂單處理)	2003	"1.執行內容：
回覆客戶line訊息(多為產品諮詢、下單或出貨追蹤)並安排相關訂單事宜，每小時僅1-3則以內


▶ 酬勞：每週$1800 (平日週一至週五 / 早上至6pm前)
      第二個月開始..欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-123335.html?from=google&a_id=3471	新北市	2017-04-14	7	網路平台商品上架&美編設計	524	"1.案件說明：購物網站商品美編設計，圖文排版，活動BN設計，商品上架。
執行平台：官網/ZALORA購物平台/ MyDress購物平台/FB經營管理/ LAZADA購物平台。
2.配合時間：誠摯尋求有經驗網路購..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	高
5千~1萬	http://case.518.com.tw/casepage-detail-121546.html?from=google&a_id=3471	新北市	2017-04-14	16	網頁美編長期配合	1540	"1.案件說明：個網站平面設計
2.配合時間：長期配合
3.配合地點：公司地點於新北市安坑區
提案人工作地點不限、在家或工作室皆可
4.注意事項：
熟悉網頁設計程式，需定期至公司討論。


..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 須定期至指定公司	60 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-120546.html?from=google&a_id=3471	台北市	2017-04-14	10	精準Fb廣告投放/分析	1958	"1.案件說明：Fb廣告投放
2.配合時間：ASAP
3.配合地點：可在家或工作室作業，定期需進公司討論
4.注意事項：Fb廣告投放經驗，GA分析，英文語言能力，希望可長期配合欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案 / 須定期至指定公司	60 天 【一般案件】	中
5千以內	http://case.518.com.tw/casepage-detail-121573.html?from=google&a_id=3471	苗栗縣	2017-04-14	2	徵求美食部落客撰寫試吃文(新手可)	2296	"店家名稱：巧芫家庭廚房
店家地址：苗栗市自治路2巷**號 (距苗栗火車站約五-十分鐘，縣府旁巷子)
聯絡人：李先生   
信箱：*****@gmail.com
試吃項目：店內餐點任選(可多人前來)
試..欲查看案件詳細內容，請先登入或免費註冊"	須定期至指定公司	60 天 【長期合作】 (註:尋找日後配合人選)	高
5千以內	http://case.518.com.tw/casepage-detail-121839.html?from=google&a_id=3471	不拘	2017-04-14	18	臉書粉絲頁管理	1684	"1.案件說明：
(1)每周在FB粉絲頁PO 3~4篇文章，每篇至少100字、30人按讚、8人分享、5則留言。
(2)希望長期合作，短期勿徵。
2.配合時間：從面試完開始。
3.配合地點：可在家作業/自設..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【一般案件】	高
5萬~10萬	http://case.518.com.tw/casepage-detail-123256.html?from=google&a_id=3471	不拘	2017-04-14	4	app下載推廣	803	"1.案件內容：android和ios下載量各50000
2.配合時間：2017/6/30以前達成
3.配合地點：自家工作室
4.注意事項：不可被平台下架欲查看案件詳細內容，請先登入或免費註冊"		30 天 【一般案件】	中
5千~1萬	http://case.518.com.tw/casepage-detail-123272.html?from=google&a_id=3471	不拘	2017-04-14	13	FB粉絲團小編/LINE@行銷/IG行銷	747	"我們主要經營開運商品的網路銷售，需要擅長圖文撰寫編輯的創意人才
★最大的要求：增加粉絲的黏著度，粉絲團主要作為社群，不以銷售產品為主
所以PO文的不論是圖文、時事、影片..都要能引起粉..欲查看案件詳細內容，請先登入或免費註冊"	在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	高
1萬~5萬	http://case.518.com.tw/casepage-detail-118435.html?from=google&a_id=3471	高雄市	2017-04-14	28	廟宇網站及app設計(公版也可)	2195	"1.案件說明：規劃廟宇網站及app(用公版也可)
2.配合時間：90天
3.配合地點：在家作業
4.注意事項:幫一間廟規劃類似此網站(http://www.chechenfuantp.org.tw/)欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【長期合作】 (註:尋找日後配合人選)	低
5千~1萬	http://case.518.com.tw/casepage-detail-121065.html?from=google&a_id=3471	台中市	2017-04-14	28	產品描述頁圖片設計與文案撰寫	1485	"1.案件說明：產品描述頁圖片設計與文案撰寫(薰衣草面膜、牛樟芝面膜)
2.配合時間：3月底前
3.配合地點：在家作業即可，能在台中更好，可當面討論
4.注意事項：欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	60 天 【長期合作】 (註:尋找日後配合人選)	低
5千以內	http://case.518.com.tw/casepage-detail-123794.html?from=google&a_id=3471	不拘	2017-04-13	11	網拍商品上架	392	"1.案件說明：yahoo拍賣及蝦皮拍賣上架
2.配合時間：白天或晚上都可
3.配合地點：
4.注意事項：數量多,要有耐心,並找出上架完錯誤地方修改欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【一般案件】	中
1萬~5萬	http://case.518.com.tw/casepage-detail-122906.html?from=google&a_id=3471	台中市	2017-04-13	5	網路行銷、微信、微博	783	"1.案件說明：微信、微博行銷
2.配合時間：長期配合、依案件單價；或是包月
3.配合地點：可在家作業、視訊或影片報告
4.注意事項：希望懂網站架設，了解網路行銷，客戶群面向中國大陸，能了解..欲查看案件詳細內容，請先登入或免費註冊"	在家工作	30 天 【長期合作】 (註:尋找日後配合人選)	中
5千以內	http://case.518.com.tw/casepage-detail-123420.html?from=google&a_id=3471	台北市	2017-04-13	24	產品貼紙設計 (長期配合)	744	"1.案件說明：保養品的彩盒設計及清潔用品貼紙和DM設計,若會網頁BN,也可以一起配合
2.配合時間：商品設計2-3天內完成定案
3.配合地點：可以在家工作
4.注意事項：配合度要高,可以快速修稿..欲查看案件詳細內容，請先登入或免費註冊"	在家工作 / 在自設公司、工作室接案	30 天 【長期合作】 (註:尋找日後配合人選)	中
